station,longitude,latitude,year,month,date,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风向_10m_度,风速_50m_ms,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,UVA辐射_kWhm2day,UVB辐射_kWhm2day,紫外线指数,短波辐射_晴空_kWhm2day,长波辐射_晴空_kWhm2day,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,高温指数_℃,风寒指数_℃
Baise,106.62,23.9,2013,4,2013-04,22.4,37.83,10.03,13.14,15.69,23.09,95.59,3.12,8.07,130.7,4.85,69.71,12.08,1.95,14.83,33.71,6.81,0.89,0.03,1.47,22.79,30.99,76.63,0.5,1.95,0.53,0.54,0.52,22.52,
Baise,106.62,23.9,2013,5,2013-05,25.04,37.71,15.38,10.67,20.23,25.44,95.29,2.5,5.59,139.2,4.08,77.43,15.83,5.14,16.43,34.86,7.81,1.07,0.03,1.75,25.65,32.96,77.01,2.37,3.36,0.6,0.59,0.62,25.62,
Baise,106.62,23.9,2013,6,2013-06,26.05,34.9,15.44,9.1,22.0,26.18,95.04,2.36,5.66,141.6,4.03,80.44,17.7,6.69,18.02,34.85,8.59,1.19,0.03,2.0,26.98,33.4,80.49,4.26,4.21,0.64,0.64,0.68,26.81,
Baise,106.62,23.9,2013,7,2013-07,26.47,35.11,21.39,8.2,23.05,26.67,95.07,2.71,6.22,157.6,4.56,83.1,18.64,5.02,16.35,35.5,7.96,1.13,0.03,1.96,26.99,33.86,82.99,5.14,4.74,0.65,0.65,0.69,28.8,
Baise,106.62,23.9,2013,8,2013-08,26.43,35.26,21.27,8.41,23.0,26.47,95.07,2.23,7.55,105.8,3.9,83.06,18.6,8.28,17.11,35.15,8.19,1.14,0.03,1.93,25.65,33.73,76.09,4.97,4.49,0.69,0.68,0.74,28.71,
Baise,106.62,23.9,2013,9,2013-09,23.58,32.94,13.44,9.22,20.12,23.59,95.6,2.22,5.08,52.9,3.84,82.51,15.68,3.59,14.24,33.96,6.74,0.92,0.03,1.5,22.97,32.19,69.33,5.33,4.44,0.74,0.74,0.78,24.15,
Baise,106.62,23.9,2013,10,2013-10,19.52,31.21,10.96,10.66,14.91,19.45,96.2,2.32,5.52,46.0,4.15,77.09,11.18,2.19,12.71,31.54,5.8,0.76,0.02,1.14,18.66,29.53,60.66,3.86,3.29,0.65,0.65,0.68,,
Baise,106.62,23.9,2013,11,2013-11,16.25,29.24,4.62,10.65,12.08,16.34,96.38,2.46,7.28,62.6,4.35,78.54,9.48,2.78,9.37,30.97,4.31,0.58,0.01,0.85,16.44,27.89,71.14,2.47,2.41,0.64,0.64,0.67,,
Baise,106.62,23.9,2013,12,2013-12,9.23,23.7,-2.17,11.55,4.41,9.14,96.61,2.43,6.02,46.0,4.32,74.49,5.63,2.57,9.65,26.35,4.09,0.49,0.01,0.63,13.38,23.95,50.24,1.27,1.59,0.65,0.65,0.69,,7.95
Baise,106.62,23.9,2014,1,2014-01,11.22,26.69,-2.07,12.23,6.51,11.01,96.55,2.65,6.59,99.9,4.46,75.49,6.6,0.22,10.68,27.28,4.6,0.57,0.01,0.79,14.94,24.6,48.88,1.01,1.49,0.63,0.63,0.65,,
Baise,106.62,23.9,2014,2,2014-02,12.05,30.04,-0.65,11.72,7.05,12.57,96.15,3.34,7.39,100.7,5.12,74.11,7.18,0.78,9.38,30.27,4.27,0.57,0.01,0.9,18.59,26.14,79.72,0.47,1.34,0.58,0.58,0.58,,
Baise,106.62,23.9,2014,3,2014-03,17.56,34.6,8.05,12.17,12.54,18.2,96.03,3.17,9.29,112.0,4.86,75.29,9.81,1.72,11.05,32.9,5.04,0.65,0.02,1.06,19.82,29.21,87.8,0.52,1.68,0.56,0.56,0.56,,
Baise,106.62,23.9,2014,4,2014-04,23.48,35.94,14.08,11.1,18.27,24.03,95.67,3.41,6.57,142.7,5.24,75.28,13.98,1.91,12.56,34.71,5.77,0.74,0.02,1.21,21.84,31.77,88.79,0.94,2.31,0.57,0.57,0.57,23.85,
Baise,106.62,23.9,2014,5,2014-05,26.14,40.37,14.74,11.6,20.18,26.68,95.3,2.75,5.92,137.0,4.45,73.24,15.89,3.84,17.29,34.88,8.12,1.09,0.03,1.77,25.35,33.07,81.39,1.4,2.88,0.57,0.57,0.57,26.72,
Baise,106.62,23.9,2014,6,2014-06,26.43,33.5,20.37,7.39,23.5,26.54,94.94,2.11,4.8,127.5,3.69,85.17,19.24,11.01,14.85,35.86,7.15,0.98,0.03,1.64,25.28,34.43,88.18,4.03,4.17,0.72,0.71,0.77,28.85,
Baise,106.62,23.9,2014,7,2014-07,26.51,36.28,22.11,7.16,23.83,26.54,95.08,2.08,11.13,142.1,3.65,86.46,19.57,9.86,17.67,35.4,8.51,1.19,0.04,2.1,26.7,34.1,79.55,4.52,4.65,0.86,0.85,0.87,29.12,
Baise,106.62,23.9,2014,8,2014-08,25.97,33.69,19.43,7.88,23.12,26.0,95.24,1.89,4.8,138.9,3.35,85.55,18.76,4.96,16.42,35.19,7.87,1.09,0.03,1.89,25.26,33.85,83.98,5.03,4.66,0.84,0.83,0.85,26.86,
Baise,106.62,23.9,2014,9,2014-09,25.18,33.24,15.63,8.51,22.14,25.13,95.46,2.32,13.63,120.7,4.05,84.59,17.7,7.37,16.75,34.4,7.87,1.07,0.03,1.79,23.29,33.02,64.62,4.85,4.76,0.84,0.84,0.86,25.96,
Baise,106.62,23.9,2014,10,2014-10,21.51,30.44,13.84,9.53,18.06,21.43,96.1,2.11,5.2,106.0,3.78,82.24,13.69,2.35,13.68,32.55,6.2,0.8,0.02,1.24,18.67,30.72,57.58,4.35,3.87,0.78,0.78,0.8,21.86,
Baise,106.62,23.9,2014,11,2014-11,16.29,28.89,8.82,8.81,13.58,16.39,96.28,2.41,5.85,78.4,4.27,85.09,10.33,3.15,7.68,31.68,3.57,0.48,0.01,0.69,15.65,28.44,78.86,2.35,2.62,0.77,0.77,0.8,,
Baise,106.62,23.9,2014,12,2014-12,9.77,20.61,1.22,10.94,5.01,9.77,96.78,2.59,6.64,50.0,4.49,74.71,5.76,0.36,9.1,27.8,4.02,0.51,0.01,0.68,14.41,24.51,66.43,1.59,2.0,0.7,0.7,0.73,,8.48
Baise,106.62,23.9,2015,1,2015-01,11.58,25.4,1.38,10.55,7.99,11.5,96.55,2.73,6.73,89.2,4.56,80.23,7.2,1.88,9.23,28.65,4.1,0.53,0.01,0.72,15.29,25.3,67.24,1.13,1.68,0.67,0.67,0.71,,
Baise,106.62,23.9,2015,2,2015-02,14.82,31.13,1.37,11.41,10.69,15.03,96.22,2.77,8.6,141.5,4.65,78.84,8.86,1.44,11.86,29.79,5.29,0.68,0.02,1.02,17.6,26.95,64.55,1.22,2.12,0.65,0.65,0.68,,
Baise,106.62,23.9,2015,3,2015-03,18.63,35.41,6.3,12.65,13.54,19.24,96.04,3.17,7.04,120.3,4.94,75.57,10.45,0.66,11.25,33.05,5.15,0.68,0.02,1.05,20.34,29.57,82.67,0.86,2.01,0.59,0.6,0.59,,
Baise,106.62,23.9,2015,4,2015-04,23.25,41.16,10.53,13.91,14.45,23.88,95.77,3.24,7.6,162.4,5.17,62.46,11.11,0.94,17.38,32.44,7.95,1.04,0.03,1.65,23.93,30.42,65.3,0.75,2.07,0.53,0.54,0.5,23.26,
Baise,106.62,23.9,2015,5,2015-05,27.07,38.06,17.2,11.41,21.01,27.64,95.2,2.79,6.37,133.7,4.45,73.08,16.64,7.12,17.6,35.48,8.28,1.11,0.03,1.82,25.35,33.8,75.61,2.09,3.17,0.58,0.57,0.6,29.25,
Baise,106.62,23.9,2015,6,2015-06,26.3,34.44,19.61,7.13,23.84,26.36,95.05,2.6,5.62,163.0,4.53,87.32,19.61,10.31,17.27,35.73,8.29,1.15,0.03,1.91,26.35,34.33,81.49,3.87,4.34,0.78,0.77,0.82,28.66,
Baise,106.62,23.9,2015,7,2015-07,25.92,34.24,18.51,8.16,22.51,25.86,95.04,2.06,5.57,65.7,3.55,82.95,18.14,7.9,16.77,35.1,7.98,1.1,0.03,1.89,25.73,33.72,85.76,5.38,4.95,0.79,0.79,0.82,26.73,
Baise,106.62,23.9,2015,8,2015-08,25.66,33.48,19.83,7.93,22.65,25.6,95.27,2.03,4.71,125.0,3.55,84.8,18.22,7.44,15.87,35.08,7.55,1.03,0.03,1.76,24.41,33.69,81.36,4.89,4.7,0.83,0.83,0.85,26.5,
Baise,106.62,23.9,2015,9,2015-09,24.43,31.71,16.79,7.93,22.08,24.51,95.61,2.19,5.72,104.7,3.94,87.73,17.58,8.13,12.22,35.39,5.89,0.83,0.02,1.38,22.46,33.35,88.68,4.0,4.6,0.9,0.89,0.89,25.22,
Baise,106.62,23.9,2015,10,2015-10,20.87,30.7,12.7,9.51,17.24,20.6,96.13,2.19,7.83,53.4,3.77,81.37,12.99,3.87,13.19,32.48,6.12,0.82,0.02,1.28,19.63,30.56,61.54,4.2,3.94,0.83,0.83,0.84,21.14,
Baise,106.62,23.9,2015,11,2015-11,17.93,28.75,5.78,8.74,15.71,18.02,96.25,2.33,7.18,122.4,4.14,87.84,12.06,5.26,9.24,32.49,4.34,0.59,0.01,0.89,16.32,29.7,75.96,2.27,2.85,0.85,0.84,0.85,,
Baise,106.62,23.9,2015,12,2015-12,11.36,24.34,2.2,9.03,8.89,11.46,96.67,2.32,5.34,60.2,4.0,85.81,7.59,3.17,6.5,30.03,3.02,0.41,0.01,0.58,14.18,25.91,86.84,1.13,2.05,0.86,0.86,0.86,,
Baise,106.62,23.9,2016,1,2016-01,9.94,23.86,-1.99,8.78,7.56,10.13,96.52,2.57,7.18,71.6,4.11,85.95,7.05,1.41,7.22,29.85,3.36,0.46,0.01,0.64,15.82,25.68,85.05,0.73,1.74,0.83,0.83,0.84,,8.69
Baise,106.62,23.9,2016,2,2016-02,10.57,26.76,-0.75,11.94,5.58,10.49,96.72,2.89,6.92,51.3,4.74,73.93,6.08,0.37,11.8,27.83,5.27,0.68,0.02,1.05,18.25,24.7,65.38,1.22,2.48,0.76,0.76,0.78,,
Baise,106.62,23.9,2016,3,2016-03,16.94,32.39,2.88,11.87,12.74,17.31,96.07,3.09,6.99,120.0,4.96,78.52,10.03,0.71,12.53,31.84,5.64,0.72,0.02,1.14,20.08,28.6,77.18,1.6,2.6,0.67,0.67,0.69,,
Baise,106.62,23.9,2016,4,2016-04,23.2,37.52,11.81,11.5,18.8,23.51,95.46,2.75,9.09,142.5,4.6,79.12,14.38,4.31,15.68,34.28,7.1,0.9,0.03,1.5,22.31,31.91,74.37,2.39,3.37,0.65,0.65,0.68,23.64,
Baise,106.62,23.9,2016,5,2016-05,25.04,37.8,13.73,9.78,20.75,25.24,95.36,2.75,6.4,148.2,4.69,79.76,16.36,6.52,17.41,34.61,8.16,1.1,0.03,1.9,25.56,32.87,73.22,3.49,4.13,0.67,0.67,0.71,25.68,
Baise,106.62,23.9,2016,6,2016-06,26.64,35.36,18.8,8.95,23.35,26.74,95.17,2.43,4.91,165.4,4.19,83.73,19.03,7.58,19.54,35.43,9.31,1.29,0.04,2.3,27.1,34.0,85.09,5.11,5.25,0.78,0.77,0.81,29.24,
Baise,106.62,23.9,2016,7,2016-07,26.89,35.57,21.88,7.61,23.77,26.94,95.12,2.43,5.22,159.5,4.23,84.47,19.5,3.14,18.47,35.29,8.84,1.23,0.04,2.19,26.71,34.02,81.47,4.38,4.2,0.72,0.72,0.75,29.9,
Baise,106.62,23.9,2016,8,2016-08,26.68,35.1,19.04,8.05,23.35,26.6,94.98,2.0,6.83,65.4,3.49,83.4,19.09,11.17,16.84,35.41,8.04,1.11,0.03,1.94,25.2,34.08,84.45,4.83,4.87,0.8,0.79,0.83,29.31,
Baise,106.62,23.9,2016,9,2016-09,24.53,33.18,16.97,9.51,20.79,24.48,95.51,2.08,5.18,53.0,3.74,81.34,16.24,3.75,16.26,34.62,7.62,1.03,0.03,1.74,22.59,32.85,72.95,5.76,4.91,0.79,0.79,0.81,25.16,
Baise,106.62,23.9,2016,10,2016-10,22.23,31.79,11.36,10.15,18.42,22.39,95.84,2.42,6.17,58.5,4.26,80.78,14.05,3.28,12.47,33.73,5.87,0.81,0.02,1.34,19.65,31.4,72.66,4.2,3.6,0.68,0.68,0.71,22.62,
Baise,106.62,23.9,2016,11,2016-11,16.77,29.54,4.9,11.06,12.86,16.97,96.3,2.62,5.85,76.4,4.48,79.72,10.24,1.12,10.82,31.1,5.03,0.68,0.02,1.06,16.75,28.44,62.98,2.49,2.55,0.65,0.65,0.67,,
Baise,106.62,23.9,2016,12,2016-12,13.92,26.99,2.76,12.83,8.46,14.01,96.5,2.54,6.5,69.5,4.44,72.52,7.51,0.3,10.99,28.77,4.92,0.64,0.02,0.92,15.08,26.06,58.16,0.89,1.45,0.59,0.59,0.58,,
Baise,106.62,23.9,2017,1,2017-01,13.49,26.33,3.59,10.36,9.53,13.79,96.45,2.63,6.44,87.4,4.3,78.94,7.91,2.35,7.6,30.7,3.54,0.49,0.01,0.79,15.58,26.75,83.51,0.65,1.38,0.6,0.6,0.62,,
Baise,106.62,23.9,2017,2,2017-02,14.1,29.65,2.46,11.94,8.47,14.59,96.44,3.12,7.66,103.3,4.96,71.63,7.57,0.42,10.04,30.61,4.61,0.62,0.02,0.98,18.33,26.41,79.79,0.52,1.46,0.58,0.59,0.57,,
Baise,106.62,23.9,2017,3,2017-03,18.28,34.41,8.59,12.45,13.1,18.88,95.96,3.32,8.11,116.7,5.1,74.85,10.19,3.31,11.46,32.71,5.31,0.71,0.02,1.17,20.93,29.11,81.99,0.66,1.9,0.57,0.57,0.58,,
Baise,106.62,23.9,2017,4,2017-04,22.4,39.45,7.71,13.1,15.76,22.95,95.68,3.16,7.09,154.2,5.07,69.93,12.04,2.29,15.1,33.31,7.03,0.94,0.03,1.55,24.15,30.59,77.05,1.56,2.81,0.58,0.59,0.59,22.52,
Baise,106.62,23.9,2017,5,2017-05,24.24,38.63,15.09,11.09,18.9,24.42,95.57,2.49,5.1,118.1,4.19,75.09,14.54,6.1,17.9,33.91,8.37,1.13,0.03,1.9,26.05,31.97,74.23,3.81,4.19,0.64,0.64,0.68,24.68,
Baise,106.62,23.9,2017,6,2017-06,25.86,37.66,19.64,7.15,23.26,25.96,95.09,2.24,5.92,143.1,3.91,86.93,18.96,13.21,14.03,35.79,6.84,0.96,0.03,1.67,26.04,34.2,94.91,3.36,4.03,0.77,0.76,0.82,26.77,
Baise,106.62,23.9,2017,7,2017-07,26.31,34.95,22.24,6.91,23.77,26.25,95.19,2.01,4.75,142.5,3.48,87.04,19.48,9.96,16.22,35.46,7.88,1.11,0.03,1.97,26.75,33.96,89.57,3.77,4.56,0.94,0.93,0.92,28.67,
Baise,106.62,23.9,2017,8,2017-08,26.29,33.92,21.18,7.08,23.91,26.27,95.13,2.14,9.1,148.1,3.74,87.77,19.67,8.93,15.75,35.41,7.6,1.07,0.03,1.92,25.38,33.9,86.85,4.0,4.56,0.91,0.9,0.89,28.66,
Baise,106.62,23.9,2017,9,2017-09,25.78,33.63,20.66,7.76,23.34,25.82,95.52,1.99,4.18,125.1,3.65,87.46,18.93,4.39,15.21,35.36,7.25,1.0,0.03,1.73,23.0,33.77,75.55,4.18,4.54,0.9,0.89,0.88,26.7,
Baise,106.62,23.9,2017,10,2017-10,20.48,30.53,8.48,8.26,17.62,20.48,96.1,2.37,6.54,58.3,4.21,84.78,13.59,4.17,11.89,33.09,5.58,0.77,0.02,1.24,19.65,30.71,79.32,3.48,3.7,0.84,0.84,0.85,20.8,
Baise,106.62,23.9,2017,11,2017-11,16.32,30.1,5.44,9.68,13.05,16.26,96.34,2.37,5.69,57.9,4.1,82.34,10.24,1.43,10.06,30.96,4.63,0.62,0.02,0.92,16.04,28.36,71.24,2.59,2.75,0.76,0.76,0.78,,
Baise,106.62,23.9,2017,12,2017-12,10.78,19.81,0.23,10.3,6.48,10.72,96.71,2.44,6.51,49.6,4.27,77.25,6.46,0.77,7.95,28.69,3.55,0.47,0.01,0.67,14.56,25.1,75.23,1.47,1.84,0.7,0.71,0.73,,
Baise,106.62,23.9,2018,1,2018-01,11.03,25.81,-0.02,10.08,7.45,11.18,96.29,2.92,6.88,93.2,4.72,80.21,7.26,1.55,6.44,30.51,3.03,0.43,0.01,0.63,15.79,26.05,90.51,0.97,1.71,0.69,0.69,0.72,,
Baise,106.62,23.9,2018,2,2018-02,12.66,30.3,-1.2,12.42,7.3,13.07,96.37,2.86,7.16,94.3,4.74,72.68,7.31,0.22,10.39,29.88,4.71,0.62,0.02,0.98,18.29,26.0,81.56,0.97,1.85,0.63,0.64,0.64,,
Baise,106.62,23.9,2018,3,2018-03,19.41,32.57,5.08,12.79,13.71,19.85,95.93,3.08,7.38,147.3,5.03,73.36,10.63,2.57,14.3,31.79,6.45,0.83,0.02,1.28,20.81,28.94,66.06,1.05,2.35,0.59,0.6,0.6,,
Baise,106.62,23.9,2018,4,2018-04,22.3,37.32,9.24,12.44,15.86,22.76,95.76,3.17,8.95,149.3,5.02,70.45,12.23,2.31,15.8,32.95,7.29,0.96,0.03,1.54,23.67,30.65,71.35,1.32,2.7,0.59,0.59,0.59,22.43,
Baise,106.62,23.9,2018,5,2018-05,25.38,35.02,18.24,9.2,21.55,25.6,95.43,2.76,6.18,167.0,4.66,81.3,17.0,7.81,17.4,34.85,8.26,1.13,0.03,1.86,26.19,32.99,76.55,3.65,4.04,0.66,0.65,0.7,26.1,
Baise,106.62,23.9,2018,6,2018-06,25.95,33.21,18.91,8.12,22.88,26.02,95.03,2.38,5.7,136.7,4.09,84.56,18.53,8.27,15.66,35.6,7.64,1.07,0.03,1.85,26.58,33.96,87.3,4.72,4.82,0.76,0.76,0.81,26.81,
Baise,106.62,23.9,2018,7,2018-07,26.54,34.73,22.08,7.31,23.84,26.54,94.89,2.1,4.85,127.2,3.72,86.29,19.63,9.88,17.29,35.64,8.32,1.16,0.03,2.0,26.58,34.12,89.0,4.66,4.83,0.82,0.81,0.84,29.19,
Baise,106.62,23.9,2018,8,2018-08,26.56,33.94,21.38,7.62,23.6,26.44,94.91,1.86,4.86,67.8,3.31,85.04,19.34,8.14,16.14,35.31,7.76,1.08,0.03,1.86,25.28,33.94,86.38,4.41,4.68,0.89,0.88,0.89,29.15,
Baise,106.62,23.9,2018,9,2018-09,24.45,32.86,16.7,8.37,21.41,24.45,95.55,2.44,11.67,90.1,4.27,84.5,16.93,6.79,15.81,34.51,7.47,1.02,0.03,1.7,23.1,32.82,71.47,4.89,5.01,0.88,0.88,0.88,25.16,
Baise,106.62,23.9,2018,10,2018-10,19.35,28.81,12.98,9.23,16.16,19.35,96.24,2.23,4.68,61.7,4.0,83.44,12.09,3.25,10.54,33.0,4.99,0.69,0.02,1.14,19.47,30.0,85.46,3.69,3.64,0.81,0.81,0.82,,
Baise,106.62,23.9,2018,11,2018-11,16.55,27.61,6.91,10.7,13.22,16.41,96.31,2.29,5.16,82.2,3.94,82.25,10.12,0.6,11.18,30.89,5.09,0.67,0.02,1.05,16.86,28.31,59.43,2.68,2.65,0.75,0.75,0.77,,
Baise,106.62,23.9,2018,12,2018-12,11.82,27.67,-3.39,9.47,8.52,11.97,96.56,2.79,5.85,61.6,4.5,81.3,7.82,0.96,7.44,30.22,3.47,0.47,0.01,0.73,14.49,26.84,78.97,1.37,1.83,0.68,0.68,0.71,,
Baise,106.62,23.9,2019,1,2019-01,10.78,24.14,-1.27,9.86,8.12,11.03,96.62,2.61,6.72,79.5,4.26,84.62,7.24,1.88,6.67,30.77,3.13,0.44,0.01,0.73,15.71,26.36,90.21,0.83,1.49,0.68,0.68,0.72,,
Baise,106.62,23.9,2019,2,2019-02,15.02,30.4,4.43,11.24,11.49,15.44,96.13,3.06,6.64,114.1,4.75,81.16,9.11,1.96,10.49,31.88,4.83,0.65,0.02,1.09,18.54,28.32,74.68,1.15,2.01,0.65,0.65,0.68,,
Baise,106.62,23.9,2019,3,2019-03,18.03,32.56,8.34,11.08,14.27,18.39,95.93,2.97,6.71,109.2,4.78,80.72,10.9,3.61,11.75,32.9,5.39,0.7,0.02,1.18,20.16,29.5,80.06,1.67,2.73,0.67,0.67,0.71,,
Baise,106.62,23.9,2019,4,2019-04,23.74,36.99,12.24,11.51,19.31,24.06,95.52,2.77,6.9,151.9,4.59,79.2,14.95,3.75,15.45,34.61,7.05,0.89,0.03,1.49,22.3,32.08,68.9,2.84,3.82,0.67,0.67,0.7,24.24,
Baise,106.62,23.9,2019,5,2019-05,24.68,39.89,16.24,10.42,19.83,25.12,95.38,2.79,6.43,110.9,4.49,77.0,15.46,6.02,12.34,35.45,5.94,0.8,0.02,1.36,24.24,33.03,85.56,2.9,3.7,0.63,0.64,0.66,25.21,
Baise,106.62,23.9,2019,6,2019-06,26.41,32.96,18.16,7.43,23.94,26.44,94.99,2.44,5.48,154.7,4.24,87.27,19.81,10.44,16.33,35.89,7.85,1.09,0.03,1.89,26.25,34.47,89.81,3.62,4.1,0.77,0.77,0.82,28.93,
Baise,106.62,23.9,2019,7,2019-07,26.45,33.31,21.04,6.7,24.26,26.49,94.97,2.18,5.13,142.3,3.93,88.62,20.13,9.43,15.05,35.76,7.31,1.03,0.03,1.82,26.22,34.34,92.09,3.59,4.51,0.92,0.91,0.9,29.12,
Baise,106.62,23.9,2019,8,2019-08,27.21,35.68,20.53,8.43,23.72,27.08,95.02,1.9,6.34,69.4,3.36,82.71,19.48,4.96,17.78,35.47,8.48,1.16,0.03,2.05,25.53,34.12,80.79,5.26,5.03,0.86,0.86,0.86,30.51,
Baise,106.62,23.9,2019,9,2019-09,24.54,33.97,14.19,9.86,20.28,24.36,95.75,2.12,5.13,71.1,3.77,79.23,15.94,2.68,17.21,33.45,8.04,1.08,0.03,1.84,23.39,31.99,59.0,5.8,4.81,0.78,0.78,0.8,25.12,
Baise,106.62,23.9,2019,10,2019-10,21.14,31.33,9.94,9.44,17.83,21.23,96.12,2.17,4.46,94.5,3.82,83.06,13.6,2.81,11.4,33.14,5.37,0.73,0.02,1.15,19.29,30.78,73.22,3.63,3.3,0.68,0.68,0.71,21.48,
Baise,106.62,23.9,2019,11,2019-11,16.62,28.06,7.16,10.9,12.43,16.69,96.36,2.52,7.25,70.5,4.36,78.19,9.64,1.53,9.96,31.17,4.57,0.6,0.01,0.87,15.91,27.92,71.64,2.45,2.45,0.64,0.65,0.66,,
Baise,106.62,23.9,2019,12,2019-12,12.68,27.72,1.25,12.29,6.96,12.59,96.59,2.54,6.72,59.0,4.28,71.37,6.83,0.2,9.97,28.52,4.44,0.57,0.01,0.77,15.04,25.47,61.52,0.84,1.38,0.59,0.59,0.58,,
Baise,106.62,23.9,2020,1,2020-01,14.1,28.56,1.18,11.85,9.31,14.43,96.33,3.16,6.83,115.5,5.15,75.36,8.14,1.17,8.17,30.68,3.77,0.51,0.01,0.7,15.45,26.73,76.73,0.37,1.24,0.56,0.57,0.56,,
Baise,106.62,23.9,2020,2,2020-02,15.15,30.07,3.13,11.86,10.4,15.53,96.45,3.02,7.88,122.8,4.98,76.07,8.57,1.47,9.02,31.25,4.12,0.54,0.01,0.82,17.26,27.22,81.87,0.45,1.47,0.58,0.58,0.58,,
Baise,106.62,23.9,2020,3,2020-03,19.07,33.24,7.94,12.04,14.45,19.47,95.88,3.2,6.61,120.2,5.11,77.35,11.04,4.19,11.65,33.03,5.29,0.68,0.02,1.03,19.79,29.76,78.35,1.15,2.37,0.61,0.61,0.64,,
Baise,106.62,23.9,2020,4,2020-04,19.07,33.66,10.72,10.81,14.4,19.36,96.1,2.85,6.23,98.0,4.52,77.05,11.02,3.19,13.8,32.73,6.36,0.84,0.02,1.31,22.85,29.76,85.62,2.13,2.9,0.65,0.65,0.68,,
Baise,106.62,23.9,2020,5,2020-05,26.78,39.85,18.87,11.41,21.43,27.15,95.28,2.74,6.58,161.5,4.53,75.86,16.96,7.3,19.31,35.04,9.09,1.23,0.03,2.07,26.03,33.39,72.34,3.08,3.98,0.62,0.62,0.65,28.93,
Baise,106.62,23.9,2020,6,2020-06,26.72,32.84,21.89,6.82,24.48,26.77,95.01,2.68,5.42,168.1,4.59,88.31,20.37,13.39,16.77,35.99,8.05,1.12,0.03,1.96,26.53,34.42,90.68,3.53,4.63,0.87,0.86,0.88,29.8,
Baise,106.62,23.9,2020,7,2020-07,27.0,33.88,21.25,7.83,24.14,27.01,95.1,2.58,5.25,176.2,4.57,85.55,19.94,5.34,17.57,35.56,8.44,1.17,0.04,2.14,26.69,34.21,91.29,5.21,5.23,0.82,0.82,0.84,30.28,
Baise,106.62,23.9,2020,8,2020-08,26.14,33.28,21.51,7.55,23.44,26.12,95.14,2.39,5.39,139.3,4.17,86.26,19.1,8.92,17.4,35.33,8.38,1.17,0.04,2.1,25.67,33.85,77.72,4.75,4.98,0.83,0.83,0.85,27.06,
Baise,106.62,23.9,2020,9,2020-09,24.32,33.38,16.0,8.03,22.0,24.36,95.52,2.26,5.43,112.6,3.97,87.83,17.55,10.6,12.25,35.16,5.93,0.84,0.02,1.45,22.58,33.44,85.38,3.67,4.38,0.88,0.87,0.88,25.1,
Baise,106.62,23.9,2020,10,2020-10,18.74,29.67,10.86,8.7,16.23,18.79,96.15,2.68,6.19,41.0,4.68,86.33,12.3,6.16,10.25,32.6,4.85,0.67,0.02,1.08,19.27,29.95,81.05,2.96,3.9,0.92,0.91,0.9,,
Baise,106.62,23.9,2020,11,2020-11,16.22,27.8,4.78,10.0,13.15,16.17,96.46,2.56,5.52,54.3,4.47,83.41,10.19,0.57,11.13,30.38,5.08,0.66,0.02,0.93,16.43,28.13,52.87,2.62,2.98,0.82,0.82,0.83,,
Baise,106.62,23.9,2020,12,2020-12,9.49,24.89,-1.16,10.19,5.7,9.7,96.68,2.74,6.32,45.2,4.61,78.76,6.19,0.1,7.19,29.66,3.27,0.44,0.01,0.63,14.53,24.86,84.32,1.29,1.8,0.73,0.73,0.76,,8.05
Baise,106.62,23.9,2021,1,2021-01,9.98,23.49,-1.23,11.46,5.2,9.95,96.56,2.66,7.31,67.6,4.43,74.39,6.09,0.15,8.68,28.55,3.87,0.5,0.01,0.67,15.02,24.71,69.38,0.97,1.56,0.66,0.66,0.68,,8.68
Baise,106.62,23.9,2021,2,2021-02,16.18,28.1,6.77,11.29,12.16,16.43,96.17,2.65,6.99,115.1,4.45,79.18,9.38,2.27,10.55,31.53,4.82,0.64,0.02,0.92,17.94,27.7,77.19,1.15,2.0,0.64,0.65,0.67,,
Baise,106.62,23.9,2021,3,2021-03,19.92,37.3,7.76,12.91,14.56,20.4,95.88,3.47,7.31,140.4,5.39,74.87,11.23,0.71,12.14,33.65,5.5,0.7,0.02,1.13,19.71,29.94,80.65,1.01,2.22,0.6,0.61,0.6,,
Baise,106.62,23.9,2021,4,2021-04,22.21,37.65,12.13,10.68,17.43,22.68,95.79,2.98,6.01,117.5,4.65,77.19,13.23,3.98,11.95,34.26,5.59,0.73,0.02,1.19,22.39,31.51,81.5,1.42,2.68,0.6,0.6,0.62,22.5,
Baise,106.62,23.9,2021,5,2021-05,26.15,37.53,17.82,10.92,21.61,26.46,95.32,2.85,6.98,161.0,4.77,78.68,17.15,6.09,18.03,35.28,8.55,1.17,0.03,1.98,26.21,33.43,76.54,3.2,4.12,0.63,0.63,0.67,26.87,
Baise,106.62,23.9,2021,6,2021-06,26.67,35.54,18.13,8.95,22.99,26.72,95.05,2.34,5.06,136.4,4.01,82.1,18.74,9.07,17.66,35.61,8.51,1.19,0.03,2.05,26.79,34.21,86.59,5.16,5.02,0.7,0.7,0.75,29.18,
